Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-567958551;Accepted-In Progress;Tomas;2011/09/06 16:30:11.000;Variant 4;4;Accepted;Low;In Progress;Org line C;C_4;se;G155 3rd;PROD474;Sweden;12574.0
1-567981735;Accepted-In Progress;Carolyn;2011/09/06 15:31:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-567981735;Queued-Awaiting Assignment;Carolyn;2011/09/06 15:37:33.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;390.0
1-567981735;Accepted-In Progress;SV;2011/09/06 15:48:23.000;Variant 2;2;Accepted;Medium;In Progress;Org line A2;A2_2;us;G21 2nd;PROD97;Sweden;650.0
1-567981735;Accepted-Assigned;Carolyn;2011/09/06 15:48:42.000;Variant 2;2;Accepted;Medium;Assigned;Org line A2;A2_2;us;G21 2nd;PROD97;USA;19.0
1-572078531;Accepted-In Progress;Inger;2011/09/08 11:39:42.000;Variant 64;64;Accepted;Medium;In Progress;Org line C;C_3;in;G211 3rd;PROD325;Sweden;0.0
1-572078531;Queued-Awaiting Assignment;Inger;2011/09/08 12:52:27.000;Variant 64;64;Queued;Medium;Awaiting Assignment;Org line C;C_3;in;G211 3rd;PROD325;Sweden;4365.0
1-572078531;Accepted-In Progress;Frederic;2011/09/12 11:50:43.000;Variant 64;64;Accepted;Medium;In Progress;Org line A2;A2_2;in;G22 2nd;PROD325;France;341896.0
1-572078531;Queued-Awaiting Assignment;Hari;2011/09/12 11:51:06.000;Variant 64;64;Queued;Medium;Awaiting Assignment;Org line C;E_4;in;G93 2nd;PROD325;INDIA;23.0
1-572078531;Accepted-In Progress;Gagan;2011/09/13 14:34:40.000;Variant 64;64;Accepted;Medium;In Progress;Org line C;E_4;in;G93 2nd;PROD325;Sweden;96214.0
1-572330175;Accepted-In Progress;Jenny;2011/09/09 05:40:34.000;Variant 69;69;Accepted;Major;In Progress;Org line A2;A2_5;se;G350 2nd;PROD92;Sweden;0.0
1-572330175;Queued-Awaiting Assignment;Jenny;2011/09/09 05:41:38.000;Variant 69;69;Queued;Major;Awaiting Assignment;Org line A2;A2_5;se;G350 2nd;PROD92;Sweden;64.0
1-572330175;Queued-Awaiting Assignment;Frank;2011/10/13 15:35:43.000;Variant 69;69;Queued;Major;Awaiting Assignment;Org line C;E_5;se;G77;PROD92;INDIA;2973245.0
1-572625937;Accepted-In Progress;Carolyn;2011/09/09 16:40:20.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-572625937;Queued-Awaiting Assignment;Carolyn;2011/09/09 16:44:29.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;249.0
1-572625937;Accepted-In Progress;SV;2011/09/09 16:49:21.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;292.0
1-572625937;Accepted-Assigned;Carolyn;2011/09/09 16:55:34.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;373.0
1-572730349;Accepted-In Progress;Adam;2011/09/10 05:56:18.000;Variant 23;23;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;0.0
1-572730349;Accepted-Wait;Adam;2011/09/10 05:59:01.000;Variant 23;23;Accepted;Medium;Wait;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;163.0
1-572730349;Accepted-In Progress;Adam;2011/10/24 10:28:52.000;Variant 23;23;Accepted;Medium;In Progress;Org line A2;A2_1;pl;W16 3rd;PROD756;POLAND;3817791.0
1-572802327;Accepted-In Progress;Vinay;2011/09/11 03:32:34.000;Variant 5;5;Accepted;Major;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-572802327;Queued-Awaiting Assignment;Vinay;2011/09/11 03:35:29.000;Variant 5;5;Queued;Major;Awaiting Assignment;Org line C;E_8;in;G119 2nd;PROD597;INDIA;175.0
1-572802327;Accepted-In Progress;Vinay;2011/09/13 13:28:22.000;Variant 5;5;Accepted;Major;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;208373.0
1-573215995;Accepted-In Progress;Jakob;2011/09/12 14:26:27.000;Variant 13;13;Accepted;Medium;In Progress;Org line C;C_1;be;G56 3rd;PROD387;Sweden;0.0
1-573215995;Accepted-Assigned;Jakob;2011/09/12 14:27:01.000;Variant 13;13;Accepted;Medium;Assigned;Org line C;C_1;be;G56 3rd;PROD387;Sweden;34.0
1-573215995;Accepted-In Progress;Jakob;2011/11/25 14:40:42.000;Variant 13;13;Accepted;Medium;In Progress;Org line C;C_1;be;G56 3rd;PROD387;Sweden;6394421.0
1-573278049;Accepted-In Progress;Lena;2011/09/12 16:35:54.000;Variant 3;3;Accepted;Medium;In Progress;Org line A2;A2_3;se;S35 2nd;PROD680;Sweden;0.0
1-573278049;Accepted-Wait;Lena;2011/12/27 10:48:46.000;Variant 3;3;Accepted;Medium;Wait;Org line A2;A2_3;se;S35 2nd;PROD680;Sweden;9137572.0
1-573280988;Accepted-In Progress;Gustav;2011/09/12 16:27:08.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-573316263;Accepted-In Progress;Christofer;2011/09/12 17:23:02.000;Variant 9;9;Accepted;Low;In Progress;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;0.0
1-573316263;Queued-Awaiting Assignment;Christofer;2011/09/12 17:28:12.000;Variant 9;9;Queued;Low;Awaiting Assignment;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;310.0
1-573316263;Accepted-In Progress;Christofer;2011/12/07 12:20:47.000;Variant 9;9;Accepted;Low;In Progress;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;7411955.0
1-573316263;Accepted-Wait;Christofer;2011/12/07 12:21:03.000;Variant 9;9;Accepted;Low;Wait;Org line A2;A2_1;se;M19 2nd;PROD566;Sweden;16.0
1-573639367;Accepted-In Progress;Carolyn;2011/09/13 12:41:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-573639367;Queued-Awaiting Assignment;Carolyn;2011/09/13 12:56:49.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;914.0
1-573639367;Accepted-In Progress;SV;2011/09/13 13:10:06.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;797.0
1-573639367;Accepted-Assigned;Carolyn;2011/09/13 13:10:19.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;13.0
1-573655864;Accepted-In Progress;Carolyn;2011/09/13 12:59:02.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-573655864;Queued-Awaiting Assignment;Carolyn;2011/09/13 13:03:04.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;242.0
1-573655864;Accepted-In Progress;SV;2011/09/13 13:25:42.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;1358.0
1-573655864;Accepted-Assigned;Carolyn;2011/09/13 13:26:18.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;36.0
1-573904126;Accepted-In Progress;Ing-Marie;2011/09/14 10:41:35.000;Variant 5;5;Accepted;High;In Progress;Org line G4;;se;G51 2nd;PROD54;Sweden;0.0
1-573904126;Queued-Awaiting Assignment;Ing-Marie;2011/09/14 11:22:41.000;Variant 5;5;Queued;High;Awaiting Assignment;Org line G4;;se;G51 2nd;PROD54;Sweden;2466.0
1-574045461;Accepted-In Progress;Yvonne;2011/09/14 10:17:21.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_3;se;N23 2nd;PROD554;Sweden;0.0
1-574052419;Accepted-In Progress;Curt;2011/09/14 10:45:58.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD150;Sweden;0.0
1-574052419;Queued-Awaiting Assignment;Curt;2011/09/14 10:47:53.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_1;se;G99 2nd;PROD150;Sweden;115.0
1-574132549;Accepted-In Progress;Carolyn;2011/09/14 13:07:32.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-574132549;Queued-Awaiting Assignment;Carolyn;2011/09/14 13:15:29.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;477.0
1-574132549;Accepted-In Progress;SV;2011/09/14 13:19:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;246.0
1-574132549;Accepted-Assigned;Carolyn;2011/09/14 13:19:47.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;12.0
1-574162627;Accepted-In Progress;Carolyn;2011/09/14 14:43:55.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-574162627;Queued-Awaiting Assignment;Carolyn;2011/09/14 14:52:25.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;510.0
1-574162627;Accepted-In Progress;SV;2011/09/14 14:56:17.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;232.0
1-574162627;Accepted-Assigned;Carolyn;2011/09/14 14:56:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;10.0
1-574271413;Accepted-In Progress;Carolyn;2011/09/14 16:48:08.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-574271413;Queued-Awaiting Assignment;Carolyn;2011/09/14 17:00:36.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;748.0
1-574271413;Accepted-In Progress;SV;2011/09/14 17:11:43.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;667.0
1-574271413;Accepted-Assigned;Carolyn;2011/09/14 17:11:51.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;8.0
1-574623837;Accepted-In Progress;Radoslaw;2011/09/15 15:59:18.000;Variant 6;6;Accepted;Major;In Progress;Org line A2;A2_3;pl;N26 2nd;PROD791;POLAND;0.0
1-574623837;Accepted-Assigned;Radoslaw;2011/10/12 13:02:06.000;Variant 6;6;Accepted;Major;Assigned;Org line A2;A2_3;pl;N26 2nd;PROD791;POLAND;2322168.0
1-575690736;Accepted-In Progress;Wim;2011/09/19 15:44:47.000;Variant 19;19;Accepted;High;In Progress;Org line D;D_2;us;G122 3rd;PROD618;Belgium;0.0
1-575690736;Accepted-In Progress;Wim;2011/09/20 15:06:13.000;Variant 19;19;Accepted;High;In Progress;Org line D;D_2;us;G122 3rd;PROD618;Belgium;84086.0
1-575690736;Accepted-In Progress;Wim;2011/09/21 10:44:31.000;Variant 19;19;Accepted;High;In Progress;Org line D;D_2;us;G122 3rd;PROD618;Belgium;70698.0
1-576186189;Accepted-In Progress;Curt;2011/09/20 18:55:07.000;Variant 19;19;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;0.0
1-576186189;Accepted-In Progress;Curt;2011/09/20 19:08:34.000;Variant 19;19;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;807.0
1-576423636;Accepted-In Progress;Yvonne;2011/09/21 16:10:26.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_3;se;N23 2nd;PROD76;Sweden;0.0
1-576807766;Accepted-In Progress;Christoffer;2011/09/22 13:44:06.000;Variant 4;4;Accepted;High;In Progress;Org line C;E_10;se;G255 2nd;PROD462;Sweden;0.0
1-576807766;Accepted-In Progress;Christoffer;2011/09/22 14:16:09.000;Variant 4;4;Accepted;High;In Progress;Org line C;E_10;se;G255 2nd;PROD462;Sweden;1923.0
1-576881364;Accepted-In Progress;Christoffer;2011/09/22 14:43:41.000;Variant 1;1;Accepted;Low;In Progress;Org line C;E_10;se;G255 2nd;PROD462;Sweden;0.0
1-576934735;Accepted-In Progress;Vinay;2011/09/22 15:40:42.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-577196856;Accepted-In Progress;Carolyn;2011/09/23 10:03:32.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-577196856;Queued-Awaiting Assignment;Carolyn;2011/09/23 10:08:08.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;276.0
1-577196856;Accepted-In Progress;SV;2011/09/23 19:52:40.000;Variant 2;2;Accepted;Medium;In Progress;Org line A2;A2_2;us;G21 2nd;PROD98;Sweden;35072.0
1-577196856;Accepted-Assigned;Carolyn;2011/09/23 19:53:20.000;Variant 2;2;Accepted;Medium;Assigned;Org line A2;A2_2;us;G21 2nd;PROD98;USA;40.0
1-577236636;Accepted-In Progress;Curt;2011/09/23 11:06:06.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD150;Sweden;0.0
1-577236636;Queued-Awaiting Assignment;Curt;2011/09/23 11:06:56.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_1;se;G99 2nd;PROD150;Sweden;50.0
1-577236636;Accepted-In Progress;Curt;2011/11/21 13:06:01.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;L1 2nd;PROD150;Sweden;5104745.0
1-577288653;Accepted-In Progress;Carolyn;2011/09/23 13:22:47.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-577288653;Queued-Awaiting Assignment;Carolyn;2011/09/23 13:30:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;440.0
1-577288653;Accepted-In Progress;SV;2011/09/23 13:34:00.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;233.0
1-577288653;Accepted-Assigned;Carolyn;2011/09/23 13:34:10.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;10.0
1-577396354;Accepted-In Progress;Carolyn;2011/09/23 19:29:57.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-577396354;Queued-Awaiting Assignment;Carolyn;2011/09/23 19:33:50.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;233.0
1-577396354;Accepted-In Progress;SV;2011/09/23 19:43:44.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;594.0
1-577396354;Accepted-Assigned;Carolyn;2011/09/23 19:44:15.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;31.0
1-577685618;Accepted-In Progress;Dag;2011/09/26 16:42:48.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;C_3;gb;G94 3rd;PROD348;Sweden;0.0
1-577685618;Accepted-In Progress;Dag;2011/11/24 09:18:50.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;C_3;gb;G94 3rd;PROD348;Sweden;5070962.0
1-577834779;Accepted-In Progress;Mitchell;2011/09/26 14:50:49.000;Variant 10;10;Accepted;Medium;In Progress;Org line C;E_1;se;G294 2nd;PROD306;USA;0.0
1-577834779;Accepted-Assigned;Mitchell;2011/09/26 14:52:27.000;Variant 10;10;Accepted;Medium;Assigned;Org line C;E_1;se;G294 2nd;PROD306;USA;98.0
1-578252937;Accepted-In Progress;Lars-Ove;2011/09/27 14:03:45.000;Variant 1;1;Accepted;Low;In Progress;Org line C;E_4;us;G88 2nd;PROD348;Sweden;0.0
1-578579972;Accepted-In Progress;Håkan;2011/09/28 09:32:35.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-578598959;Accepted-In Progress;Maria;2011/09/28 11:39:49.000;Variant 21;21;Accepted;Medium;In Progress;Org line C;E_7;se;G153 2nd;PROD153;Sweden;0.0
1-578598959;Accepted-In Progress;Maria;2011/09/28 11:41:01.000;Variant 21;21;Accepted;Medium;In Progress;Org line C;E_7;se;G153 2nd;PROD153;Sweden;72.0
1-578598959;Queued-Awaiting Assignment;Maria;2011/09/28 11:45:41.000;Variant 21;21;Queued;Medium;Awaiting Assignment;Org line C;E_7;se;G153 2nd;PROD153;Sweden;280.0
1-578598959;Accepted-In Progress;Pai;2011/10/05 08:42:47.000;Variant 21;21;Accepted;Medium;In Progress;Org line C;E_7;se;G153 2nd;PROD153;INDIA;593826.0
1-578612825;Accepted-In Progress;Elisabet;2011/09/28 10:45:37.000;Variant 5;5;Accepted;Low;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;0.0
1-578612825;Queued-Awaiting Assignment;Elisabet;2011/10/19 12:14:02.000;Variant 5;5;Queued;Low;Awaiting Assignment;Org line V2;;se;T10 2nd;PROD615;Sweden;1819705.0
1-578612825;Accepted-In Progress;Ioannis;2011/11/13 22:26:04.000;Variant 5;5;Accepted;Low;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;2196722.0
1-578686199;Accepted-In Progress;Antony;2011/09/28 14:01:35.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD498;INDIA;0.0
1-578831063;Accepted-In Progress;Carolyn;2011/09/28 19:42:44.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-578831063;Queued-Awaiting Assignment;Carolyn;2011/09/28 19:46:57.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;253.0
1-578831063;Accepted-In Progress;SV;2011/09/28 19:51:32.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;275.0
1-578831063;Accepted-Assigned;Carolyn;2011/09/28 19:51:42.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;10.0
1-579078207;Accepted-In Progress;Joseph;2011/09/29 12:51:21.000;Variant 3;3;Accepted;Low;In Progress;Org line C;C_6;fr;G286 3rd;PROD646;France;0.0
1-579211624;Accepted-In Progress;Carolyn;2011/09/29 17:45:39.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-579211624;Queued-Awaiting Assignment;Carolyn;2011/09/29 17:55:24.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;585.0
1-579211624;Accepted-In Progress;Kannan;2011/09/29 19:58:45.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;7401.0
1-579211624;Accepted-Assigned;Carolyn;2011/09/29 19:58:55.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;10.0
1-579250167;Accepted-In Progress;Hineesh;2011/09/30 04:22:34.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD793;INDIA;0.0
1-579369463;Accepted-In Progress;Carolyn;2011/09/30 09:26:22.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-579369463;Queued-Awaiting Assignment;Carolyn;2011/09/30 09:27:51.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;89.0
1-579369463;Accepted-In Progress;SV;2011/09/30 09:35:47.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;476.0
1-579369463;Accepted-Assigned;Carolyn;2011/09/30 09:36:03.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;16.0
1-579517011;Accepted-In Progress;Suzanne;2011/09/30 15:56:38.000;Variant 3;3;Accepted;Medium;In Progress;Org line V2;;se;T2 2nd;PROD615;Sweden;0.0
1-579636429;Accepted-In Progress;Roland;2011/09/30 21:11:41.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-580296643;Accepted-In Progress;Kjell;2011/10/03 13:33:11.000;Variant 6;6;Accepted;Low;In Progress;Org line A2;A2_3;se;S35 2nd;PROD680;Sweden;0.0
1-580296643;Accepted-Assigned;Kjell;2011/10/03 13:34:09.000;Variant 6;6;Accepted;Low;Assigned;Org line A2;A2_3;se;S35 2nd;PROD680;Sweden;58.0
1-580325905;Accepted-In Progress;Eric;2011/10/03 14:50:45.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-580358285;Accepted-In Progress;Carolyn;2011/10/03 16:28:01.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-580358285;Queued-Awaiting Assignment;Carolyn;2011/10/03 16:42:25.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;864.0
1-580358285;Accepted-In Progress;SV;2011/10/03 17:28:02.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;2737.0
1-580358285;Accepted-Assigned;Carolyn;2011/10/03 17:29:59.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;117.0
1-580385263;Accepted-In Progress;Carolyn;2011/10/03 17:45:53.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-580385263;Queued-Awaiting Assignment;Carolyn;2011/10/03 17:54:48.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;535.0
1-580385263;Accepted-In Progress;SV;2011/10/03 18:02:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;463.0
1-580385263;Accepted-Assigned;Carolyn;2011/10/03 18:02:40.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;9.0
1-580464971;Accepted-In Progress;Carlos;2011/10/03 22:02:40.000;Variant 64;64;Accepted;High;In Progress;Org line A2;A2_3;se;S3 2nd;PROD412;Brazil;0.0
1-580464971;Queued-Awaiting Assignment;Carlos;2011/12/09 12:34:50.000;Variant 64;64;Queued;High;Awaiting Assignment;Org line A2;A2_3;se;S3 2nd;PROD412;Brazil;5754730.0
1-580464971;Accepted-In Progress;Thiago;2011/12/19 13:54:48.000;Variant 64;64;Accepted;High;In Progress;Org line B;E_6;se;S4 2nd;PROD412;Brazil;868798.0
1-580464971;Queued-Awaiting Assignment;Viktoria;2011/12/19 14:01:51.000;Variant 64;64;Queued;High;Awaiting Assignment;Org line A2;A2_3;se;S21 2nd;PROD412;Sweden;423.0
1-580981634;Accepted-In Progress;Susanne;2011/10/04 16:24:54.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S28 2nd;PROD633;Sweden;0.0
1-581652169;Accepted-In Progress;Susanne;2011/10/05 12:06:55.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S28 2nd;PROD633;Sweden;0.0
1-581740771;Accepted-In Progress;Peter;2011/10/05 15:24:45.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_7;se;G153 2nd;PROD671;Sweden;0.0
1-581815727;Accepted-In Progress;Robert;2011/10/05 17:35:45.000;Variant 25;25;Accepted;Major;In Progress;Org line C;E_4;us;G88 2nd;PROD17;USA;0.0
1-581815727;Queued-Awaiting Assignment;Robert;2011/10/05 17:41:36.000;Variant 25;25;Queued;Major;Awaiting Assignment;Org line C;E_4;us;G88 2nd;PROD17;USA;351.0
1-581815727;Accepted-Assigned;Jonathan;2011/10/25 09:26:57.000;Variant 25;25;Accepted;Major;Assigned;Org line C;E_4;us;G88 2nd;PROD17;USA;1698321.0
1-582296121;Accepted-In Progress;Olle;2011/10/06 11:02:06.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_2;se;G57 2nd;PROD327;Sweden;0.0
1-582401721;Accepted-In Progress;Gustav;2011/10/06 15:15:59.000;Variant 4;4;Accepted;Medium;In Progress;Org line G4;;se;S30 2nd;PROD408;Sweden;0.0
1-583171096;Accepted-In Progress;Carolyn;2011/10/07 13:29:26.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-583171096;Queued-Awaiting Assignment;Carolyn;2011/10/07 13:32:03.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;157.0
1-583171096;Accepted-In Progress;SV;2011/10/07 13:42:45.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;642.0
1-583171096;Accepted-Assigned;Carolyn;2011/10/07 13:42:53.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;8.0
1-583931536;Accepted-In Progress;Richard;2011/10/10 07:38:10.000;Variant 1;1;Accepted;Major;In Progress;Org line C;V3_2;se;S25;PROD535;Sweden;0.0
1-583944596;Accepted-In Progress;Pai;2011/10/10 08:15:02.000;Variant 4;4;Accepted;Low;In Progress;Org line C;E_7;se;G153 2nd;PROD673;INDIA;0.0
1-583944596;Accepted-In Progress;Pai;2011/11/15 10:28:29.000;Variant 4;4;Accepted;Low;In Progress;Org line C;E_7;se;G153 2nd;PROD673;INDIA;3118407.0
1-584047671;Accepted-In Progress;Abhinav;2011/10/10 11:23:44.000;Variant 3;3;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-584047671;Accepted-Wait;Abhinav;2011/10/10 11:24:36.000;Variant 3;3;Accepted;High;Wait;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;52.0
1-584612205;Accepted-In Progress;Maria;2011/10/11 11:34:59.000;Variant 17;17;Accepted;Low;In Progress;Org line A2;A2_2;pl;J3 2nd;PROD355;POLAND;0.0
1-584612205;Accepted-Assigned;Maria;2011/10/11 11:36:26.000;Variant 17;17;Accepted;Low;Assigned;Org line A2;A2_2;pl;J3 2nd;PROD355;POLAND;87.0
1-584612205;Accepted-In Progress;Marta;2011/10/11 11:36:27.000;Variant 17;17;Accepted;Low;In Progress;Org line A2;A2_2;pl;J3 2nd;PROD355;POLAND;1.0
1-584612205;Accepted-Wait;Marta;2011/10/12 13:31:55.000;Variant 17;17;Accepted;Low;Wait;Org line A2;A2_2;pl;J3 2nd;PROD355;POLAND;93328.0
1-584754762;Accepted-In Progress;Reine;2011/10/11 15:28:17.000;Variant 1;1;Accepted;High;In Progress;Org line G4;;se;S28 2nd;PROD633;Sweden;0.0
1-584776062;Accepted-In Progress;Samira;2011/10/11 15:38:52.000;Variant 3;3;Accepted;High;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;0.0
1-584776062;Accepted-Wait;Samira;2011/12/09 10:26:24.000;Variant 3;3;Accepted;High;Wait;Org line G4;;se;S33 2nd;PROD448;Sweden;5078852.0
