Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4059;T10 Determine necessity to stop indication-complete;Resource11;2010/11/03 08:29:32.087;Variant 2;2;e-mail;General;;Resource07;task-768;T10 Determine necessity to stop indication;complete;Group 1;27.731
case-4059;T02 Check confirmation of receipt-complete;Resource19;2010/11/04 10:26:39.061;Variant 2;2;e-mail;General;;Resource07;task-766;T02 Check confirmation of receipt;complete;EMPTY;93426.974
case-4059;T04 Determine confirmation of receipt-complete;Resource10;2010/11/11 14:57:37.754;Variant 2;2;e-mail;General;;Resource07;task-852;T04 Determine confirmation of receipt;complete;Group 3;621058.693
case-4059;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:07:03.744;Variant 2;2;e-mail;General;;Resource07;task-1404;T05 Print and send confirmation of receipt;complete;Group 2;414565.99
case-4060;Confirmation of receipt-complete;Resource11;2010/11/08 10:25:51.042;Variant 2;2;e-mail;General;;Resource11;task-465;Confirmation of receipt;complete;EMPTY;0.0
case-4060;T06 Determine necessity of stop advice-complete;Resource11;2010/11/08 10:26:14.161;Variant 2;2;e-mail;General;;Resource11;task-1122;T06 Determine necessity of stop advice;complete;Group 1;23.119
case-4060;T10 Determine necessity to stop indication-complete;Resource11;2010/11/08 10:26:42.087;Variant 2;2;e-mail;General;;Resource11;task-1123;T10 Determine necessity to stop indication;complete;Group 1;27.926
case-4060;T02 Check confirmation of receipt-complete;Resource24;2010/11/26 08:56:40.517;Variant 2;2;e-mail;General;;Resource11;task-1121;T02 Check confirmation of receipt;complete;EMPTY;1549798.43
case-4060;T04 Determine confirmation of receipt-complete;Resource07;2010/11/26 15:42:09.276;Variant 2;2;e-mail;General;;Resource11;task-2101;T04 Determine confirmation of receipt;complete;Group 3;24328.759
case-4060;T05 Print and send confirmation of receipt-complete;Resource07;2010/11/26 15:47:51.848;Variant 2;2;e-mail;General;;Resource11;task-2174;T05 Print and send confirmation of receipt;complete;Group 2;342.572
case-4061;Confirmation of receipt-complete;Resource11;2010/11/04 08:33:20.405;Variant 2;2;e-mail;General;;Resource01;task-466;Confirmation of receipt;complete;Group 1;0.0
case-4061;T06 Determine necessity of stop advice-complete;Resource11;2010/11/04 08:33:48.717;Variant 2;2;e-mail;General;;Resource01;task-827;T06 Determine necessity of stop advice;complete;Group 1;28.312
case-4061;T10 Determine necessity to stop indication-complete;Resource11;2010/11/04 08:34:22.793;Variant 2;2;e-mail;General;;Resource01;task-828;T10 Determine necessity to stop indication;complete;Group 1;34.076
case-4061;T02 Check confirmation of receipt-complete;Resource19;2010/11/04 10:33:02.334;Variant 2;2;e-mail;General;;Resource01;task-826;T02 Check confirmation of receipt;complete;EMPTY;7119.541
case-4061;T04 Determine confirmation of receipt-complete;Resource19;2010/11/04 11:51:09.059;Variant 2;2;e-mail;General;;Resource01;task-854;T04 Determine confirmation of receipt;complete;EMPTY;4686.725
case-4061;T05 Print and send confirmation of receipt-complete;Resource27;2010/11/04 13:46:12.386;Variant 2;2;e-mail;General;;Resource01;task-902;T05 Print and send confirmation of receipt;complete;EMPTY;6903.327
case-4063;Confirmation of receipt-complete;Resource11;2010/11/04 10:42:56.993;Variant 2;2;e-mail;General;;Resource11;task-468;Confirmation of receipt;complete;EMPTY;0.0
case-4063;T06 Determine necessity of stop advice-complete;Resource11;2010/11/04 10:44:29.599;Variant 2;2;e-mail;General;;Resource11;task-857;T06 Determine necessity of stop advice;complete;Group 1;92.606
case-4063;T10 Determine necessity to stop indication-complete;Resource11;2010/11/04 10:45:04.398;Variant 2;2;e-mail;General;;Resource11;task-858;T10 Determine necessity to stop indication;complete;Group 1;34.799
case-4063;T02 Check confirmation of receipt-complete;Resource19;2010/11/04 11:24:06.515;Variant 2;2;e-mail;General;;Resource11;task-856;T02 Check confirmation of receipt;complete;EMPTY;2342.117
case-4063;T04 Determine confirmation of receipt-complete;Resource19;2010/11/04 11:30:38.645;Variant 2;2;e-mail;General;;Resource11;task-874;T04 Determine confirmation of receipt;complete;EMPTY;392.13
case-4063;T05 Print and send confirmation of receipt-complete;Resource27;2010/11/04 13:38:23.965;Variant 2;2;e-mail;General;;Resource11;task-877;T05 Print and send confirmation of receipt;complete;EMPTY;7665.32
case-4071;Confirmation of receipt-complete;Resource11;2010/11/08 09:58:52.315;Variant 2;2;Post;General;;Resource01;task-476;Confirmation of receipt;complete;EMPTY;0.0
case-4071;T06 Determine necessity of stop advice-complete;Resource11;2010/11/08 09:59:08.857;Variant 2;2;Post;General;;Resource01;task-1108;T06 Determine necessity of stop advice;complete;Group 1;16.542
case-4071;T10 Determine necessity to stop indication-complete;Resource11;2010/11/08 09:59:43.904;Variant 2;2;Post;General;;Resource01;task-1109;T10 Determine necessity to stop indication;complete;Group 1;35.047
case-4071;T02 Check confirmation of receipt-complete;Resource32;2010/11/25 15:51:46.498;Variant 2;2;Post;General;;Resource01;task-1107;T02 Check confirmation of receipt;complete;EMPTY;1489922.594
case-4071;T04 Determine confirmation of receipt-complete;Resource10;2010/12/01 10:14:30.086;Variant 2;2;Post;General;;Resource01;task-2061;T04 Determine confirmation of receipt;complete;Group 3;498163.588
case-4071;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/03 13:34:06.358;Variant 2;2;Post;General;;Resource01;task-2511;T05 Print and send confirmation of receipt;complete;Group 2;184776.272
case-4077;Confirmation of receipt-complete;Resource08;2010/11/05 11:42:28.549;Variant 1;1;Internet;General;;Resource09;task-490;Confirmation of receipt;complete;Group 1;0.0
case-4077;T02 Check confirmation of receipt-complete;Resource24;2010/11/09 15:56:48.464;Variant 1;1;Internet;General;;Resource09;task-1035;T02 Check confirmation of receipt;complete;EMPTY;360859.915
case-4077;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 14:48:36.475;Variant 1;1;Internet;General;;Resource09;task-1299;T04 Determine confirmation of receipt;complete;Group 3;255108.011
case-4077;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:23:00.561;Variant 1;1;Internet;General;;Resource09;task-1435;T05 Print and send confirmation of receipt;complete;Group 2;329664.086
case-4077;T06 Determine necessity of stop advice-complete;Resource09;2010/11/17 12:06:19.161;Variant 1;1;Internet;General;;Resource09;task-1036;T06 Determine necessity of stop advice;complete;Group 1;92598.6
case-4077;T10 Determine necessity to stop indication-complete;Resource09;2010/11/17 12:06:46.426;Variant 1;1;Internet;General;;Resource09;task-1564;T10 Determine necessity to stop indication;complete;Group 1;27.265
case-4081;Confirmation of receipt-complete;Resource08;2010/11/05 08:58:23.197;Variant 16;16;Internet;Experts;;Resource08;task-508;Confirmation of receipt;complete;Group 1;0.0
case-4081;T02 Check confirmation of receipt-complete;Resource24;2010/11/05 09:39:29.677;Variant 16;16;Internet;Experts;;Resource08;task-1011;T02 Check confirmation of receipt;complete;EMPTY;2466.48
case-4081;T03 Adjust confirmation of receipt-complete;Resource08;2010/11/05 11:22:11.329;Variant 16;16;Internet;Experts;;Resource08;task-1023;T03 Adjust confirmation of receipt;complete;Group 1;6161.652
case-4081;T02 Check confirmation of receipt-complete;Resource24;2010/11/09 15:45:27.109;Variant 16;16;Internet;Experts;;Resource08;task-1032;T02 Check confirmation of receipt;complete;EMPTY;361395.78
case-4081;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 15:02:26.576;Variant 16;16;Internet;Experts;;Resource08;task-1297;T04 Determine confirmation of receipt;complete;Group 3;256619.467
case-4081;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:29:07.375;Variant 16;16;Internet;Experts;;Resource08;task-1443;T05 Print and send confirmation of receipt;complete;Group 2;329200.799
case-4081;T06 Determine necessity of stop advice-complete;Resource08;2010/11/18 12:24:28.715;Variant 16;16;Internet;Experts;;Resource08;task-1012;T06 Determine necessity of stop advice;complete;Group 1;179721.34
case-4081;T10 Determine necessity to stop indication-complete;Resource08;2010/11/18 12:24:43.413;Variant 16;16;Internet;Experts;;Resource08;task-1644;T10 Determine necessity to stop indication;complete;Group 1;14.698
case-4083;Confirmation of receipt-complete;Resource05;2010/11/09 08:46:13.078;Variant 2;2;Internet;General;;Resource05;task-511;Confirmation of receipt;complete;Group 1;0.0
case-4083;T06 Determine necessity of stop advice-complete;Resource05;2010/11/09 08:49:59.813;Variant 2;2;Internet;General;;Resource05;task-1227;T06 Determine necessity of stop advice;complete;Group 1;226.735
case-4083;T10 Determine necessity to stop indication-complete;Resource05;2010/11/09 08:51:09.549;Variant 2;2;Internet;General;;Resource05;task-1230;T10 Determine necessity to stop indication;complete;Group 1;69.736
case-4083;T02 Check confirmation of receipt-complete;Resource24;2010/11/09 14:23:14.328;Variant 2;2;Internet;General;;Resource05;task-1225;T02 Check confirmation of receipt;complete;EMPTY;19924.779
case-4083;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 14:52:24.857;Variant 2;2;Internet;General;;Resource05;task-1279;T04 Determine confirmation of receipt;complete;Group 3;260950.529
case-4083;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:28:14.641;Variant 2;2;Internet;General;;Resource05;task-1438;T05 Print and send confirmation of receipt;complete;Group 2;329749.784
case-4085;Confirmation of receipt-complete;admin2;2010/12/20 12:49:40.212;Variant 3;3;Internet;General;;Resource06;task-517;Confirmation of receipt;complete;EMPTY;0.0
case-4101;Confirmation of receipt-complete;Resource05;2010/11/09 09:38:24.169;Variant 2;2;Internet;General;;Resource05;task-548;Confirmation of receipt;complete;Group 1;0.0
case-4101;T06 Determine necessity of stop advice-complete;Resource05;2010/11/09 09:39:15.034;Variant 2;2;Internet;General;;Resource05;task-1246;T06 Determine necessity of stop advice;complete;Group 1;50.865
case-4101;T10 Determine necessity to stop indication-complete;Resource05;2010/11/09 09:43:28.490;Variant 2;2;Internet;General;;Resource05;task-1247;T10 Determine necessity to stop indication;complete;Group 1;253.456
case-4101;T02 Check confirmation of receipt-complete;Resource24;2010/11/09 14:24:44.350;Variant 2;2;Internet;General;;Resource05;task-1245;T02 Check confirmation of receipt;complete;EMPTY;16875.86
case-4101;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 14:54:10.595;Variant 2;2;Internet;General;;Resource05;task-1280;T04 Determine confirmation of receipt;complete;Group 3;260966.245
case-4101;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:23:37.090;Variant 2;2;Internet;General;;Resource05;task-1439;T05 Print and send confirmation of receipt;complete;Group 2;329366.495
case-4102;Confirmation of receipt-complete;Resource08;2010/11/05 09:26:50.492;Variant 16;16;Internet;Experts;;Resource08;task-549;Confirmation of receipt;complete;Group 1;0.0
case-4102;T02 Check confirmation of receipt-complete;Resource24;2010/11/05 09:36:28.810;Variant 16;16;Internet;Experts;;Resource08;task-1017;T02 Check confirmation of receipt;complete;EMPTY;578.318
case-4102;T03 Adjust confirmation of receipt-complete;Resource08;2010/11/05 09:43:41.331;Variant 16;16;Internet;Experts;;Resource08;task-1021;T03 Adjust confirmation of receipt;complete;Group 1;432.521
case-4102;T02 Check confirmation of receipt-complete;Resource24;2010/11/09 15:46:11.084;Variant 16;16;Internet;Experts;;Resource08;task-1024;T02 Check confirmation of receipt;complete;EMPTY;367349.753
case-4102;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 14:58:23.296;Variant 16;16;Internet;Experts;;Resource08;task-1298;T04 Determine confirmation of receipt;complete;Group 3;256332.212
case-4102;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:27:07.150;Variant 16;16;Internet;Experts;;Resource08;task-1441;T05 Print and send confirmation of receipt;complete;Group 2;329323.854
case-4102;T06 Determine necessity of stop advice-complete;Resource08;2010/11/16 16:09:30.900;Variant 16;16;Internet;Experts;;Resource08;task-1018;T06 Determine necessity of stop advice;complete;Group 1;20543.75
case-4102;T10 Determine necessity to stop indication-complete;Resource08;2010/11/16 16:12:49.284;Variant 16;16;Internet;Experts;;Resource08;task-1544;T10 Determine necessity to stop indication;complete;Group 1;198.384
case-4103;Confirmation of receipt-complete;Resource11;2010/11/08 10:47:19.211;Variant 2;2;Internet;General;;Resource01;task-550;Confirmation of receipt;complete;EMPTY;0.0
case-4103;T06 Determine necessity of stop advice-complete;Resource11;2010/11/08 10:47:36.538;Variant 2;2;Internet;General;;Resource01;task-1139;T06 Determine necessity of stop advice;complete;Group 1;17.327
case-4103;T10 Determine necessity to stop indication-complete;Resource11;2010/11/08 10:48:12.243;Variant 2;2;Internet;General;;Resource01;task-1141;T10 Determine necessity to stop indication;complete;Group 1;35.705
case-4103;T02 Check confirmation of receipt-complete;Resource32;2010/11/09 10:23:46.696;Variant 2;2;Internet;General;;Resource01;task-1138;T02 Check confirmation of receipt;complete;EMPTY;84934.453
case-4103;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 14:50:12.389;Variant 2;2;Internet;General;;Resource01;task-1257;T04 Determine confirmation of receipt;complete;Group 3;275185.693
case-4103;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:27:45.067;Variant 2;2;Internet;General;;Resource01;task-1436;T05 Print and send confirmation of receipt;complete;Group 2;329852.678
case-4114;Confirmation of receipt-complete;Resource08;2010/11/05 15:19:40.640;Variant 1;1;Internet;General;;Resource08;task-561;Confirmation of receipt;complete;Group 1;0.0
case-4114;T02 Check confirmation of receipt-complete;Resource24;2010/11/09 15:43:08.091;Variant 1;1;Internet;General;;Resource08;task-1053;T02 Check confirmation of receipt;complete;EMPTY;347007.451
case-4114;T04 Determine confirmation of receipt-complete;Resource10;2010/11/12 14:46:48.754;Variant 1;1;Internet;General;;Resource08;task-1295;T04 Determine confirmation of receipt;complete;Group 3;255820.663
case-4114;T05 Print and send confirmation of receipt-complete;admin1;2010/11/16 10:26:34.559;Variant 1;1;Internet;General;;Resource08;task-1434;T05 Print and send confirmation of receipt;complete;Group 2;329985.805
case-4114;T06 Determine necessity of stop advice-complete;Resource08;2010/11/18 14:45:48.314;Variant 1;1;Internet;General;;Resource08;task-1054;T06 Determine necessity of stop advice;complete;Group 1;188353.755
case-4114;T10 Determine necessity to stop indication-complete;Resource08;2010/11/18 14:46:07.723;Variant 1;1;Internet;General;;Resource08;task-1662;T10 Determine necessity to stop indication;complete;Group 1;19.409
case-4117;Confirmation of receipt-complete;Resource11;2010/11/25 15:19:58.537;Variant 14;14;Internet;General;;Resource34;task-564;Confirmation of receipt;complete;EMPTY;0.0
case-4117;T06 Determine necessity of stop advice-complete;Resource11;2010/11/25 15:24:57.419;Variant 14;14;Internet;General;;Resource34;task-2053;T06 Determine necessity of stop advice;complete;Group 1;298.882
